timestamp,humidity,pm_10,pm_2_5,pm_2_5_sp,temperature
2023-07-01 07:00:00,67.84407419036671,12.63430725730443,11.08105560791706,8.796418473138548,31.13194104436308
2023-07-02 07:00:00,68.55286536485517,11.35078909612626,9.705164992826399,7.547345767575322,32.24092360080408
2023-07-03 07:00:00,63.1422283090314,13.45720250521921,11.46903270702853,8.78357689631176,35.84160981944807
2023-07-04 07:00:00,61.74103038224669,29.16782729805014,26.18871866295265,25.65738161559889,36.26939332584817
2023-07-05 07:00:00,62.08552662919207,28.74773519163763,25.50871080139373,23.60557491289198,36.17613363764427
2023-07-06 07:00:00,59.11567730610597,34.01815642458101,30.80935754189944,31.71508379888268,36.8793468368786
2023-07-07 07:00:00,58.65470434315113,25.55470383275261,22.41533101045296,20.14634146341463,35.96188875524009
2023-07-08 07:00:00,62.24891545875348,16.60778859527121,14.27468706536857,11.721140472879,34.55581198149828
2023-07-09 07:00:00,63.43199027107255,11.41906096706377,9.937631394533987,7.590749824807288,33.89284329026129
2023-07-10 07:00:00,64.72025779755954,12.17677902621723,10.63595505617977,8.293632958801497,32.75719357465338
2023-07-11 07:00:00,68.4373115465273,11.34247538677918,10.08087201125176,8.40154711673699,33.5682221944541
2023-07-12 07:00:00,65.98456223694828,14.02100840336134,12.28291316526611,9.92436974789916,34.58685950141476
2023-07-13 07:00:00,68.93888193447721,16.53375086986778,14.16214335421016,11.15100904662491,33.53906173546777
2023-07-14 07:00:00,64.2011873247892,22.35813630041725,19.50625869262865,16.78859527121001,35.7589645279631
2023-07-15 07:00:00,60.298649812424,27.63585823488534,24.39888811674774,23.48019457956914,36.3720751902227
2023-07-16 07:00:00,60.53685690367122,24.0383008356546,20.48189415041783,17.6483286908078,35.5632730978113
2023-07-17 07:00:00,57.80328738664535,18.22825330549756,15.27279053583855,12.16492693110647,36.46842430927062
2023-07-18 07:00:00,58.9410132804345,17.60751565762004,14.78357689631176,11.51844119693807,35.42414464134264
2023-07-19 07:00:00,57.86245793373782,10.0938864628821,8.629548762736535,6.564046579330422,36.15946727903999
2023-07-20 07:00:00,70.4582495745803,22.29178272980501,19.67757660167131,17.55710306406685,30.09635463388081
2023-07-21 07:00:00,63.99565906059451,12.70940766550523,10.68571428571429,8.131010452961673,34.99022842035061
2023-07-22 07:00:00,65.87621187467403,29.43184979137691,25.69749652294854,22.98956884561892,33.48824406863917
2023-07-23 07:00:00,65.04575256517671,26.05779944289694,23.06685236768802,21.18941504178273,34.10116955430395
2023-07-24 07:00:00,62.81113053430754,35.03760445682451,31.10097493036212,36.0466573816156,35.16022366069485
2023-07-25 07:00:00,60.48204852345926,29.62674094707521,25.52924791086351,24.9366295264624,35.65512356983918
2023-07-26 07:00:00,61.43129862424974,25.60960334029227,21.7633959638135,18.2839248434238,36.54677612049844
2023-07-27 07:00:00,68.06203263051663,29.70264623955432,25.97701949860724,24.23885793871866,31.68231889730044
2023-07-28 07:00:00,62.25657718581463,23.53862212943633,19.78148921363953,17.31732776617954,36.27098194990377
2023-07-29 07:00:00,61.08526284278227,19.98329853862213,16.7919276270007,13.91092553931802,35.76628555584551
2023-07-30 07:00:00,59.51196170135265,18.59151009046625,15.57828810020877,12.62352122477383,36.06049029961508
2023-07-31 07:00:00,67.14450761800357,31.2625348189415,27.24512534818941,24.99860724233983,32.7472920537327
2023-08-01 07:00:00,69.59136347017441,29.95755045233124,26.45163535142658,24.85316631871956,32.48855877519898
2023-08-02 07:00:00,71.99442233879918,24.65899581589958,21.88075313807531,20.44072524407252,31.96904918277496
2023-08-03 07:00:00,68.95875466549678,36.63769123783032,32.36022253129347,35.28372739916551,34.32710395568932
2023-08-04 07:00:00,65.43043504262351,32.19902574808629,28.6562282533055,29.0883785664579,35.09848704168841
2023-08-05 07:00:00,65.0624734777594,42.63509749303621,38.41852367688022,40.99512534818942,35.12583145524134
2023-08-06 07:00:00,68.57642756052243,43.26425591098748,39.49443671766342,44.2990264255911,33.78596299215219
2023-08-07 07:00:00,65.04165766217598,24.69171885873347,21.14265831593598,19.78566457898399,35.04240732850013
2023-08-08 07:00:00,65.39484907423505,18.87134909596662,16.16063977746871,12.79276773296245,34.33914269459264
2023-08-09 07:00:00,62.5497625532794,19.88588588588589,17.26426426426426,14.82132132132132,34.8970920506997
2023-08-10 07:00:00,67.81006708264516,13.50556328233658,11.61474269819193,8.973574408901252,33.03453278309447
2023-08-11 07:00:00,64.68594630061543,17.28402366863905,15.20414201183432,13.06213017751479,34.4650638078598
2023-08-12 07:00:00,61.41878453696646,17.11200585651537,15.26793557833089,13.86530014641288,36.02831393251851
2023-08-13 07:00:00,62.47097750712204,12.60480349344978,10.96724890829694,9.788937409024745,34.70227777086867
2023-08-14 07:00:00,62.34846619842444,10.18029197080292,8.862773722627738,6.686861313868613,34.95302184378536
2023-08-15 07:00:00,68.75623111525479,15.58856739590685,13.49964714184898,10.73253352152435,31.67280839129192
2023-08-16 07:00:00,70.46090844777531,10.64244186046512,9.186046511627907,7.101744186046512,32.18459159198036
2023-08-17 07:00:00,69.05889909579561,11.20565371024735,9.728621908127208,7.631095406360424,32.35981168189089
2023-08-18 07:00:00,64.42904200441151,21.3500347947112,18.78775226165623,16.8580375782881,35.04173862420136
2023-08-19 07:00:00,62.1998118089781,15.03977669225401,13.32588974180042,11.831123517097,35.44294081779102
2023-08-20 07:00:00,60.47147238868003,20.92280945757997,17.68497913769124,14.40333796940195,35.90022186576408
2023-08-21 07:00:00,61.46842940615214,20.60751565762004,17.54836464857342,14.65553235908142,34.74668180270583
