timestamp,humidity,pm_2_5,temperature
2021-08-15 07:00:00,82.63375053949035,29.24242424242424,28.39210185584817
2021-08-16 07:00:00,87.84535330261156,19.43290548424737,26.64427803379375
2021-08-17 07:00:00,90.98071808510647,13.29324324324324,26.2993351063828
2021-08-18 07:00:00,77.26129032258063,15.16304347826087,28.29689366786127
2021-08-19 07:00:00,78.80703125000011,7.994887927644514,27.96902343749978
2021-08-20 07:00:00,81.79079874706333,9.832737385776719,27.50324980422874
2021-08-21 07:00:00,84.59847715736062,11.27990525069088,26.85529090199165
2021-08-22 07:00:00,83.274956822108,11.97236842105263,27.40094991364425
2021-08-23 07:00:00,75.18957622990737,7.357037763609613,27.96078908913796
2021-08-24 07:00:00,75.86038102643893,7.19607072691552,28.42943234836722
2021-08-25 07:00:00,78.26721483554938,9.834989354151881,27.41301609517108
2021-08-26 07:00:00,74.61245661396052,7.374414976599064,27.90940994986495
2021-08-27 07:00:00,75.13501509271232,8.201567261645625,28.18171625700754
2021-08-28 07:00:00,77.92898550724635,5.432762836185819,27.73091787439614
2021-08-29 07:00:00,75.33372036768245,12.92805755395683,25.98432510885372
2021-08-30 07:00:00,77.03909054646942,15.59541984732824,26.72018348623872
2021-08-31 07:00:00,74.50527383367175,10.5593220338983,26.15427991886454
2021-09-01 07:00:00,69.81615702479348,2.5,25.39677685950394
2021-09-02 07:00:00,68.12794520547969,1.734042553191489,26.39068493150692
2021-09-03 07:00:00,68.24829545454553,2.556390977443609,25.56899350649392
2021-09-04 07:00:00,69.38536785860991,21.56428571428571,25.95006165228142
2021-09-05 07:00:00,70.52570545032874,9.81132075471698,26.68608426749159
2021-09-06 07:00:00,68.74623921085063,5.046357615894039,26.51722153719749
2021-09-07 07:00:00,62.2941272430668,6.791666666666667,28.5845024469821
2021-09-08 07:00:00,68.80201655355172,7.3505268686327065,28.107151281129706
2021-09-09 07:00:00,75.30990586403666,7.909387070598747,27.629800115277312
2021-09-10 07:00:00,81.81779517452159,8.468247272564787,27.152448949424915
2021-09-11 07:00:00,88.32568448500652,9.027107474530826,26.67509778357252
2021-09-12 07:00:00,81.5153359683788,18.60679071879937,28.3573122529645
2021-09-13 07:00:00,81.22428330522735,9.588671317607416,27.99822934232711
2021-09-14 07:00:00,83.20181184668985,11.87141442538354,27.15902439024373
2021-09-15 07:00:00,79.89633233532919,11.31431120074907,28.21459580838328
2021-09-16 07:00:00,84.6891222805704,12.53483962621723,27.07359339834974
2021-09-17 07:00:00,83.12524127691168,27.90142700296738,28.05144766146979
2021-09-18 07:00:00,87.51982049364281,34.33434820627806,26.89887808526542
2021-09-19 07:00:00,77.48809523809524,21.82251161458328,28.55662202380964
2021-09-20 07:00:00,84.70756369426756,12.78047346337578,27.45812101910831
2021-09-21 07:00:00,78.80748502994015,7.340195709050112,27.74079341317364
2021-09-22 07:00:00,82.87531787584152,9.87680620328848,27.25160807778603
2021-09-23 07:00:00,80.67809452363082,11.39663450112529,28.06594148537148
2021-09-24 07:00:00,82.21171171171206,21.69604065168537,28.27154654654638
2021-09-25 07:00:00,80.27545816733081,29.79841968127488,28.80645418326694
2021-09-26 07:00:00,88.42342342342378,10.64362855747557,26.42319819819812
2021-09-27 07:00:00,86.14134328358189,7.49349913104988,27.17776119402975
2021-09-28 07:00:00,84.8458889669709,4.106360624561404,27.55657062543927
2021-09-29 07:00:00,80.24088359046229,18.45804139985992,28.7270687237024
2021-09-30 07:00:00,84.74872180451139,16.83393072209738,27.90195488721781
2021-10-01 07:00:00,82.3751510574015,11.47869033609646,28.52764350453169
2021-10-02 07:00:00,78.44967897271263,10.73662189574981,28.41276083467114
2021-10-03 07:00:00,78.78059925093635,22.54036296407187,29.00337078651692
2021-10-04 07:00:00,83.78928571428594,14.31362460223048,28.37559523809499
2021-10-05 07:00:00,88.45100521221156,16.55180504089221,27.09672375279212
2021-10-06 07:00:00,84.8796918767508,14.5721522907058,27.05840336134477
2021-10-07 07:00:00,85.05498511904774,6.881659080357148,26.91034226190471
2021-10-08 07:00:00,86.19738924050642,4.736168082148499,26.75142405063309
2021-10-09 07:00:00,80.1866428571435,12.310388965,28.24507142857128
2021-10-10 07:00:00,73.69555722891553,10.28513613253011,29.14375000000013
2021-10-11 07:00:00,74.1497005988025,8.931216255796546,29.12133233532942
2021-10-12 07:00:00,69.45592747559279,16.63863514644352,30.05411436541122
2021-10-13 07:00:00,65.34925484351712,14.36458550595238,30.09083457526078
2021-10-14 07:00:00,65.75364387678448,8.421696689189186,30.0637866265968
2021-10-15 07:00:00,71.61888653981669,22.05538500705223,29.71571529245955
2021-10-16 07:00:00,73.48427362482376,20.14278837209302,30.0410437235543
2021-10-17 07:00:00,77.94106517168882,19.73289367203924,29.08556412053256
2021-10-18 07:00:00,85.97241106719375,6.528542503955694,27.40308300395263
2021-10-19 07:00:00,82.81686746987944,11.39471636596385,28.51310240963859
2021-10-20 07:00:00,87.26779661016948,2.640378212765957,27.9
2021-10-21 07:00:00,86.6978910923577,2.6045681717269216,27.896092006608207
2021-10-22 07:00:00,86.1279855745459,2.568758130687886,27.892184013216415
2021-10-23 07:00:00,85.5580800567341,2.5329480896488508,27.888276019824623
2021-10-24 07:00:00,84.98817453892231,2.497138048609815,27.88436802643283
2021-10-25 07:00:00,84.41826902111052,2.4613280075707795,27.88046003304104
2021-10-26 07:00:00,83.84836350329873,2.425517966531744,27.876552039649248
2021-10-27 07:00:00,83.27845798548694,2.3897079254927087,27.872644046257456
2021-10-28 07:00:00,82.70855246767513,2.3538978844536733,27.86873605286566
